unique_number,id_no,name_en,name_fr,name_ja,description_en,date_inscribed,danger,longitude,latitude,area_hectares,criteria_txt,category,category_short,states_name_en,region_en,iso_code,transboundary
762,642,Prambanan Temple Compounds,Ensemble de Prambanan,プランバナン寺院群,"Built in the 10th century, this is the largest temple compound dedicated to Shiva in Indonesia. Rising above the centre of the last of these concentric squares are three temples decorated with reliefs illustrating the epic of the Ramayana, dedicated to the three great Hindu divinities (Shiva, Vishnu and Brahma) and three temples dedicated to the animals who serve them.",1991,false,110.49167,-7.75222,0,(i)(iv),Cultural,C,Indonesia,Asia and the Pacific,id,false
1118,955,Lorentz National Park,Parc national de Lorentz,ロレンツ国立公園,"Lorentz National Park (2.35 million ha) is the largest protected area in South-East Asia. It is the only protected area in the world to incorporate a continuous, intact transect from snowcap to tropical marine environment, including extensive lowland wetlands. Located at the meeting-point of two colliding continental plates, the area has a complex geology with ongoing mountain formation as well as major sculpting by glaciation. The area also contains fossil sites which provide evidence of the evolution of life on New Guinea, a high level of endemism and the highest level of biodiversity in the region.",1999,false,137.83333,-4.75,2350000,(viii)(ix)(x),Natural,N,Indonesia,Asia and the Pacific,id,false
1344,1167,Tropical Rainforest Heritage of Sumatra,Patrimoine des forêts tropicales ombrophiles de Sumatra,ブキット・バリサン・スラタン国立公園,"The 2.5 million hectare Tropical Rainforest Heritage of Sumatra site comprises three national parks: Gunung Leuser National Park, Kerinci Seblat National Park and Bukit Barisan Selatan National Park. The site holds the greatest potential for long-term conservation of the distinctive and diverse biota of Sumatra, including many endangered species. The protected area is home to an estimated 10,000 plant species, including 17 endemic genera; more than 200 mammal species; and some 580 bird species of which 465 are resident and 21 are endemic. Of the mammal species, 22 are Asian, not found elsewhere in the archipelago and 15 are confined to the Indonesian region, including the endemic Sumatran orang-utan. The site also provides biogeographic evidence of the evolution of the island.",2004,true,101.5,-2.5,2595124,(vii)(ix)(x),Natural,N,Indonesia,Asia and the Pacific,id,false
1836,1194,Cultural Landscape of Bali Province: the <em>Subak</em> System as a Manifestation of the <em>Tri Hita Karana</em> Philosophy,Paysage culturel de la province de Bali : le système des <em>subak</em> en tant que manifestation de la philosophie du <em>Tri Hita Karana</em>,ウルン・ダヌ・バトゥール寺院,"The cultural landscape of Bali consists of five rice terraces and their water temples that cover 19,500 ha. The temples are the focus of a cooperative water management system of canals and weirs, known as subak, that dates back to the 9th century. Included in the landscape is the 18th-century Royal Water Temple of Pura Taman Ayun, the largest and most impressive architectural edifice of its type on the island. The subak reflects the philosophical concept of Tri Hita Karana, which brings together the realms of the spirit, the human world and nature. This philosophy was born of the cultural exchange between Bali and India over the past 2,000 years and has shaped the landscape of Bali. The subak system of democratic and egalitarian farming practices has enabled the Balinese to become the most prolific rice growers in the archipelago despite the challenge of supporting a dense population.",2012,false,115.4027778,-8.259166667,19519.9,(iii)(v)(vi),Cultural,C,Indonesia,Asia and the Pacific,id,false
2311,1610,Ombilin Coal Mining Heritage of Sawahlunto,Patrimoine de la mine de charbon d’Ombilin à Sawahlunto,オンビリン炭鉱,"Built for the extraction, processing and transport of high-quality coal in an inaccessible region of Sumatra, this industrial site was developed by the Netherlands East Indies’ government in the globally important period of industrialisation from the late 19th to the beginning of the 20th century. The workforce was recruited from the local Minangkabau people and supplemented by Javanese and Chinese contract workers, and convict labourers from Dutch-controlled areas. It comprises the mining site and company town, coal storage facilities at the port of Emmahaven and the railway network linking the mines to the coastal facilities. The Ombilin Coal Mining Heritage was built as an integrated system that enabled the efficient deep-bore extraction, processing, transport and shipment of coal. It is also an outstanding testimony of exchange and fusion between local knowledge and practices and European technology.",2019,false,100.7378833,-0.7666255556,268.18,(ii)(iv),Cultural,C,Indonesia,Asia and the Pacific,id,false
2488,1671,The Cosmological Axis of Yogyakarta and its Historic Landmarks,L’axe cosmologique de Yogyakarta et ses monuments historiques emblématiques,ジョグジャカルタの宇宙論的軸線とその歴史的建造物群,"The central axis of Yogyakarta was established in the 18th century by Sultan Mangkubumi, and has continued from that time as a centre of government and Javanese cultural traditions. The six kilometre north-south axis is positioned to link Mount Merapi and the Indian Ocean, with the Kraton (palace) at its centre, and key cultural monuments lining the axis to the north and south that are connected through rituals. It embodies key beliefs about the cosmos in Javanese culture, including the marking of the cycles of life.",2023,false,110.3647778,-7.801388889,42.22,(ii)(iii),Cultural,C,Indonesia,Asia and the Pacific,id,false
122,113,Tchogha Zanbil,Tchoga Zanbil,チョガ・ザンビール,"The ruins of the holy city of the Kingdom of Elam, surrounded by three huge concentric walls, are found at Tchogha Zanbil. Founded c. 1250 B.C., the city remained unfinished after it was invaded by Ashurbanipal, as shown by the thousands of unused bricks left at the site.",1979,false,48.522118,32.00857,0,(iii)(iv),Cultural,C,Iran (Islamic Republic of),Asia and the Pacific,ir,false
123,114,Persepolis,Persépolis,ペルセポリス,"Founded by Darius I in 518 B.C., Persepolis was the capital of the Achaemenid Empire. It was built on an immense half-artificial, half-natural terrace, where the king of kings created an impressive palace complex inspired by Mesopotamian models. The importance and quality of the monumental ruins make it a unique archaeological site.",1979,false,52.89028,29.93444,12.5,(i)(iii)(vi),Cultural,C,Iran (Islamic Republic of),Asia and the Pacific,ir,false
125,115,"Meidan Emam, Esfahan","Meidan Emam, Ispahan",イマーム広場,"Built by Shah Abbas I the Great at the beginning of the 17th century, and bordered on all sides by monumental buildings linked by a series of two-storeyed arcades, the site is known for the Royal Mosque, the Mosque of Sheykh Lotfollah, the magnificent Portico of Qaysariyyeh and the 15th-century Timurid palace. They are an impressive testimony to the level of social and cultural life in Persia during the Safavid era.",1979,false,51.67777778,32.65745,0,(i)(v)(vi),Cultural,C,Iran (Islamic Republic of),Asia and the Pacific,ir,false
1254,1077,Takht-e Soleyman,Takht-e Sulaiman,タフテ・スレイマーン,"The archaeological site of Takht-e Soleyman, in north-western Iran, is situated in a valley set in a volcanic mountain region. The site includes the principal Zoroastrian sanctuary partly rebuilt in the Ilkhanid (Mongol) period (13th century) as well as a temple of the Sasanian period (6th and 7th centuries) dedicated to Anahita. The site has important symbolic significance. The designs of the fire temple, the palace and the general layout have strongly influenced the development of Islamic architecture.",2003,false,47.235,36.60388889,10,(i)(ii)(iii)(iv)(vi),Cultural,C,Iran (Islamic Republic of),Asia and the Pacific,ir,false
1284,1106,Pasargadae,Pasargades,パサルガダエ,"Pasargadae was the first dynastic capital of the Achaemenid Empire, founded by Cyrus II the Great, in Pars, homeland of the Persians, in the 6th century BC. Its palaces, gardens and the mausoleum of Cyrus are outstanding examples of the first phase of royal Achaemenid art and architecture and exceptional testimonies of Persian civilization. Particularly noteworthy vestiges in the 160-ha site include: the Mausoleum of Cyrus II; Tall-e Takht, a fortified terrace; and a royal ensemble of gatehouse, audience hall, residential palace and gardens. Pasargadae was the capital of the first great multicultural empire in Western Asia. Spanning the Eastern Mediterranean and Egypt to the Hindus River, it is considered to be the first empire that respected the cultural diversity of its different peoples. This was reflected in Achaemenid architecture, a synthetic representation of different cultures.",2004,false,53.16729,30.19383,159.65,(i)(ii)(iii)(iv),Cultural,C,Iran (Islamic Republic of),Asia and the Pacific,ir,false
1365,1188,Soltaniyeh,Soltaniyeh,ソルターニーイェ,"The mausoleum of Oljaytu was constructed in 1302–12 in the city of Soltaniyeh, the capital of the Ilkhanid dynasty, which was founded by the Mongols. Situated in the province of Zanjan, Soltaniyeh is one of the outstanding examples of the achievements of Persian architecture and a key monument in the development of its Islamic architecture. The octagonal building is crowned with a 50 m tall dome covered in turquoise-blue faience and surrounded by eight slender minarets. It is the earliest existing example of the double-shelled dome in Iran. The mausoleum’s interior decoration is also outstanding and scholars such as A.U. Pope have described the building as ‘anticipating the Taj Mahal’.",2005,false,48.79667,36.43528,790.146,(ii)(iii)(iv),Cultural,C,Iran (Islamic Republic of),Asia and the Pacific,ir,false
1564,1208,Bam and its Cultural Landscape,Bam et son paysage culturel,アルゲ・バム,"Bam is situated in a desert environment on the southern edge of the Iranian high plateau. The origins of Bam can be traced back to the Achaemenid period (6th to 4th centuries BC). Its heyday was from the 7th to 11th centuries, being at the crossroads of important trade routes and known for the production of silk and cotton garments. The existence of life in the oasis was based on the underground irrigation canals, the qanāts, of which Bam has preserved some of the earliest evidence in Iran. Arg-e Bam is the most representative example of a fortified medieval town built in vernacular technique using mud layers (Chineh ).",2004,false,58.36666667,29.11683,0,(ii)(iii)(iv)(v),Cultural,C,Iran (Islamic Republic of),Asia and the Pacific,ir,false
1399,1222,Bisotun,Behistun,,"Bisotun is located along the ancient trade route linking the Iranian high plateau with Mesopotamia and features remains from the prehistoric times to the Median, Achaemenid, Sassanian, and Ilkhanid periods. The principal monument of this archaeological site is the bas-relief and cuneiform inscription ordered by Darius I, The Great, when he rose to the throne of the Persian Empire, 521 BC. The bas-relief portrays Darius holding a bow, as a sign of sovereignty, and treading on the chest of a figure who lies on his back before him. According to legend, the figure represents Gaumata, the Median Magus and pretender to the throne whose assassination led to Darius’s rise to power. Below and around the bas-reliefs, there are ca. 1,200 lines of inscriptions telling the story of the battles Darius waged in 521-520 BC against the governors who attempted to take apart the Empire founded by Cyrus. The inscription is written in three languages. The oldest is an Elamite text referring to legends desc",2006,false,47.43666667,34.38833333,187,(ii)(iii),Cultural,C,Iran (Islamic Republic of),Asia and the Pacific,ir,false
1542,1262,Armenian Monastic Ensembles of Iran,Ensembles monastiques arméniens de l'Iran,イランのアルメニア人修道院建造物群,"The Armenian Monastic Ensembles of Iran, in the north-west of the country, consists of three monastic ensembles of the Armenian Christian faith: St Thaddeus and St Stepanos and the Chapel of Dzordzor. These edifices - the oldest of which, St Thaddeus, dates back to the 7th century – are examples of outstanding universal value of the Armenian architectural and decorative traditions. They bear testimony to very important interchanges with the other regional cultures, in particular the Byzantine, Orthodox and Persian. Situated on the south-eastern fringe of the main zone of the Armenian cultural space, the monasteries constituted a major centre for the dissemination of that culture in the region. They are the last regional remains of this culture that are still in a satisfactory state of integrity and authenticity. Furthermore, as places of pilgrimage, the monastic ensembles are living witnesses of Armenian religious traditions through the centuries.",2008,false,45.47333333,38.97888889,129.2819,(ii)(iii)(vi),Cultural,C,Iran (Islamic Republic of),Asia and the Pacific,ir,false
1599,1315,Shushtar Historical Hydraulic System,Système hydraulique historique de Shushtar,,"Shushtar, Historical Hydraulic System, inscribed as a masterpiece of creative genius, can be traced back to Darius the Great in the 5th century B.C. It involved the creation of two main diversion canals on the river Kârun one of which, Gargar canal, is still in use providing water to the city of Shushtar via a series of tunnels that supply water to mills. It forms a spectacular cliff from which water cascades into a downstream basin. It then enters the plain situated south of the city where it has enabled the planting of orchards and farming over an area of 40,000 ha. known as Mianâb (Paradise). The property has an ensemble of remarkable sites including the Salâsel Castel, the operation centre of the entire hydraulic system, the tower where the water level is measured, dams, bridges, basins and mills. It bears witness to the know-how of the Elamites and Mesopotamians as well as more recent Nabatean expertise and Roman building influence.",2009,false,48.83583333,32.01861111,240.4152,(i)(ii)(v),Cultural,C,Iran (Islamic Republic of),Asia and the Pacific,ir,false
1680,1345,Sheikh Safi al-din Khānegāh and Shrine Ensemble in Ardabil,Ensemble du Khānegāh et du sanctuaire de Cheikh Safi al-Din à Ardabil,アルダビールのシェイフ・サフィー・ユッディーンの修道院と聖者廟複合体,"Built between the beginning of the 16th century and the end of the 18th century, this place of spiritual retreat in the Sufi tradition uses Iranian traditional architectural forms to maximize use of available space to accommodate a variety of functions (including a library, a mosque, a school, mausolea, a cistern, a hospital, kitchens, a bakery, and some offices). It incorporates a route to reach the shrine of the Sheikh divided into seven segments, which mirror the seven stages of Sufi mysticism, separated by eight gates, which represent the eight attitudes of Sufism. The ensemble includes well-preserved and richly ornamented facades and interiors, with a remarkable collection of antique artefacts. It constitutes a rare ensemble of elements of medieval Islamic architecture.",2010,false,48.29138889,38.24861111,2.1353,(i)(ii)(iv),Cultural,C,Iran (Islamic Republic of),Asia and the Pacific,ir,false
1681,1346,Tabriz Historic Bazaar Complex,Ensemble du bazar historique de Tabriz,タブリーズのバザール,"Tabriz has been a place of cultural exchange since antiquity and its historic bazaar complex is one of the most important commercial centres on the Silk Road. Tabriz Historic Bazaar Complex consists of a series of interconnected, covered, brick structures, buildings, and enclosed spaces for different functions. Tabriz and its Bazaar were already prosperous and famous in the 13th century, when the town, in the province of Eastern Azerbaijan, became the capital city of the Safavid kingdom. The city lost its status as capital in the 16th century, but remained important as a commercial hub until the end of the 18th century, with the expansion of Ottoman power. It is one of the most complete examples of the traditional commercial and cultural system of Iran.",2010,false,46.29305556,38.08138889,28.9733,(ii)(iii)(iv),Cultural,C,Iran (Islamic Republic of),Asia and the Pacific,ir,false
1768,1372,The Persian Garden,Le jardin persan,エラム庭園,"The property includes nine gardens in as many provinces. They exemplify the diversity of Persian garden designs that evolved and adapted to different climate conditions while retaining principles that have their roots in the times of Cyrus the Great, 6th century BC. Always divided into four sectors, with water playing an important role for both irrigation and ornamentation, the Persian garden was conceived to symbolize Eden and the four Zoroastrian elements of sky, earth, water and plants. These gardens, dating back to different periods since the 6th century BC, also feature buildings, pavilions and walls, as well as sophisticated irrigation systems. They have influenced the art of garden design as far as India and Spain.",2011,false,53.16666667,30.16666667,716.35,(i)(ii)(iii)(iv)(vi),Cultural,C,Iran (Islamic Republic of),Asia and the Pacific,ir,false
1821,1397,Masjed-e Jāmé of Isfahan,Masjed-e Jāme’ d’Ispahan,エスファハーンのジャーメ・モスク,"Located in the historic centre of Isfahan, the Masjed-e Jām&eacute; (&lsquo;Friday mosque&rsquo;) can be seen as a stunning illustration of the evolution of mosque architecture over twelve centuries, starting in ad 841. It is the oldest preserved edifice of its type in Iran and a prototype for later mosque designs throughout Central Asia. The complex, covering more than 20,000 m2, is also the first Islamic building that adapted the four-courtyard layout of Sassanid palaces to Islamic religious architecture. Its double-shelled ribbed domes represent an architectural innovation that inspired builders throughout the region. The site also features remarkable decorative details representative of stylistic developments over more than a thousand years of Islamic art.",2012,false,51.68527778,32.66972222,2.0756,(ii),Cultural,C,Iran (Islamic Republic of),Asia and the Pacific,ir,false
1822,1398,Gonbad-e Qābus,Gonbad-e Qābus,ゴンバデ・カーブース,"The 53 m high tomb built in ad 1006 for Qābus Ibn Voshmgir, Ziyarid ruler and literati, near the ruins of the ancient city of Jorjan in north-east Iran, bears testimony to the cultural exchange between Central Asian nomads and the ancient civilization of Iran. The tower is the only remaining evidence of Jorjan, a former centre of arts and science that was destroyed during the Mongols&rsquo; invasion in the 14th and 15th centuries. It is an outstanding and technologically innovative example of Islamic architecture that influenced sacral building in Iran, Anatolia and Central Asia. Built of unglazed fired bricks, the monument&rsquo;s intricate geometric forms constitute a tapering cylinder with a diameter of 17&ndash;15.5 m, topped by a conical brick roof. It illustrates the development of mathematics and science in the Muslim world at the turn of the first millennium AD.",2012,false,55.169,37.25802778,1.4754,(i)(ii)(iii)(iv),Cultural,C,Iran (Islamic Republic of),Asia and the Pacific,ir,false
1888,1422,Golestan Palace,Palais du Golestan,ゴレスターン宮殿,"The lavish Golestan Palace is a masterpiece of the Qajar era, embodying the successful integration of earlier Persian crafts and architecture with Western influences. The walled Palace, one of the oldest groups of buildings in Teheran, became the seat of government of the Qajar family, which came into power in 1779 and made Teheran the capital of the country. Built around a garden featuring pools as well as planted areas, the Palace’s most characteristic features and rich ornaments date from the 19th century. It became a centre of Qajari arts and architecture of which it is an outstanding example and has remained a source of inspiration for Iranian artists and architects to this day. It represents a new style incorporating traditional Persian arts and crafts and elements of 18th century architecture and technology.",2013,false,51.42051111,35.68036667,5.3,(ii)(iii)(iv),Cultural,C,Iran (Islamic Republic of),Asia and the Pacific,ir,false
2073,1423,Cultural Landscape of Maymand,Paysage culturel de Maymand,メイマンド,"Maymand is a self-contained, semi-arid area at the end of a valley at the southern extremity of Iran’s central mountains. The villagers are semi-nomadic agro-pastoralists. They raise their animals on mountain pastures, living in temporary settlements in spring and autumn. During the winter months they live lower down the valley in cave dwellings carved out of the soft rock (kamar), an unusual form of housing in a dry, desert environment. This cultural landscape is an example of a system that appears to have been more widespread in the past and involves the movement of people rather than animals.",2015,false,55.37555556,30.16805556,4953.85,(v),Cultural,C,Iran (Islamic Republic of),Asia and the Pacific,ir,false
1999,1455,Susa,Suse,スーサ,"Located in the south-west of Iran, in the lower Zagros Mountains, the property encompasses a group of archaeological mounds rising on the eastern side of the Shavur River, as well as Ardeshir’s palace, on the opposite bank of the river. The excavated architectural monuments include administrative, residential and palatial structures. Susa contains several layers of superimposed urban settlements in a continuous succession from the late 5th millennium BCE until the 13th century CE. The site bears exceptional testimony to the Elamite, Persian and Parthian cultural traditions, which have largely disappeared.",2015,false,48.25611111,32.18944444,350,(i)(ii)(iii)(iv),Cultural,C,Iran (Islamic Republic of),Asia and the Pacific,ir,false
2000,1456,Shahr-i Sokhta,Shahr-i-Sokhta,シャフリ･ソハタ,"Shahr-i Sokhta, meaning ‘Burnt City’, is located at the junction of Bronze Age trade routes crossing the Iranian plateau. The remains of the mudbrick city represent the emergence of the first complex societies in eastern Iran. Founded around 3200 BC, it was populated during four main periods up to 1800 BC, during which time there developed several distinct areas within the city: those where monuments were built, and separate quarters for housing, burial and manufacture. Diversions in water courses and climate change led to the eventual abandonment of the city in the early second millennium. The structures, burial grounds and large number of significant artefacts unearthed there, and their well-preserved state due to the dry desert climate, make this site a rich source of information regarding the emergence of complex societies and contacts between them in the third millennium BC.",2014,false,61.32777778,30.59388889,275,(ii)(iii)(iv),Cultural,C,Iran (Islamic Republic of),Asia and the Pacific,ir,false
2095,1505,Lut Desert,Désert de Lout,ルート砂漠,"The Lut Desert, or Dasht-e-Lut, is located in the south-east of the country. Between June and October, this arid subtropical area is swept by strong winds, which transport sediment and cause aeolian erosion on a colossal scale. Consequently, the site presents some of the most spectacular examples of aeolian yardang landforms (massive corrugated ridges). It also contains extensive stony deserts and dune fields. The property represents an exceptional example of ongoing geological processes.",2016,false,58.83888889,30.21611111,2278015,(vii)(viii),Natural,N,Iran (Islamic Republic of),Asia and the Pacific,ir,false
2096,1506,The Persian Qanat,Le qanat perse,ゴナーバードのカナート,"Throughout the arid regions of Iran, agricultural and permanent settlements are supported by the ancient qanat system of tapping alluvial aquifers at the heads of valleys and conducting the water along underground tunnels by gravity, often over many kilometres. The eleven qanats representing this system include rest areas for workers, water reservoirs and watermills. The traditional communal management system still in place allows equitable and sustainable water sharing and distribution. The qanats provide exceptional testimony to cultural traditions and civilizations in desert areas with an arid climate.",2016,false,58.65444444,34.29,19057,(iii)(iv),Cultural,C,Iran (Islamic Republic of),Asia and the Pacific,ir,false
2148,1544,Historic City of Yazd,Ville historique de Yazd,,"The City of Yazd is located in the middle of the Iranian plateau, 270 km southeast of Isfahan, close to the Spice and Silk Roads. It bears living testimony to the use of limited resources for survival in the desert. Water is supplied to the city through a qanat system developed to draw underground water. The earthen architecture of Yazd has escaped the modernization that destroyed many traditional earthen towns, retaining its traditional districts, the qanat system, traditional houses, bazars, hammams, mosques, synagogues, Zoroastrian temples and the historic garden of Dolat-abad.",2017,false,54.36916667,31.90138889,195.67,(iii)(v),Cultural,C,Iran (Islamic Republic of),Asia and the Pacific,ir,false
2233,1568,Sassanid Archaeological Landscape of Fars Region,Paysage archéologique sassanide de la région du Fars,ファールス地方のサーサーン朝考古景観,"The eight archaeological sites situated in three geographical areas in the southeast of Fars Province: Firuzabad, Bishapur and Sarvestan. The fortified structures, palaces and city plans date back to the earliest and latest times of the Sassanian Empire, which stretched across the region from 224 to 658 CE. Among these sites is the capital built by the founder of the dynasty, Ardashir Papakan, as well as a city and architectural structures of his successor, Shapur I. The archaeological landscape reflects the optimized utilization of natural topography and bears witness to the influence of Achaemenid and Parthian cultural traditions and of Roman art, which had a significant impact on the architecture of the Islamic era.",2018,false,51.57045,29.77748056,639.3,(ii)(iii)(v),Cultural,C,Iran (Islamic Republic of),Asia and the Pacific,ir,false
2339,1585,Trans-Iranian Railway,Chemin de fer transiranien,イラン縦貫鉄道,"The Trans-Iranian Railway connects the Caspian Sea in the northeast with the Persian Gulf in the southwest crossing two mountain ranges as well as rivers, highlands, forests and plains, and four different climatic areas. Started in 1927 and completed in 1938, the 1,394-kilometre-long railway was designed and executed in a successful collaboration between the Iranian government and 43 construction contractors from many countries. The railway is notable for its scale and the engineering works it required to overcome steep routes and other difficulties. Its construction involved extensive mountain cutting in some areas, while the rugged terrain in others dictated the construction of 174 large bridges, 186 small bridges and 224 tunnels, including 11 spiral tunnels. Unlike most early railway projects, construction of the Trans-Iranian Railway was funded by national taxes to avoid foreign investment and control.",2021,false,51.39833333,35.65830556,5784,(ii)(iv),Cultural,C,Iran (Islamic Republic of),Asia and the Pacific,ir,false
2389,1647,Cultural Landscape of Hawraman/Uramanat,Paysage culturel de Hawraman/Uramanat,,"The remote and mountainous landscape of Hawraman/Uramanat bears testimony to the traditional culture of the Hawrami people, an agropastoral Kurdish tribe that has inhabited the region since about 3000 BCE. The property, at the heart of the Zagros Mountains in the provinces of Kurdistan and Kermanshah along the western border of Iran, encompasses two components: the Central-Eastern Valley (Zhaverud and Takht, in Kurdistan Province); and the Western Valley (Lahun, in Kermanshah Province). The mode of human habitation in these two valleys has been adapted over millennia to the rough mountainous environment. Tiered steep-slope planning and architecture, gardening on dry-stone terraces, livestock breeding, and seasonal vertical migration are among the distinctive features of the local culture and life of the semi-nomadic Hawrami people who dwell in lowlands and highlands during different seasons of each year. Their uninterrupted presence in the landscape, which is also characterized by exce",2021,false,46.47785,35.10735833,106307,(iii)(v),Cultural,C,Iran (Islamic Republic of),Asia and the Pacific,ir,false
2438,1668,The Persian Caravanserai,Le caravansérail persan,ゼイノッディーン・キャラヴァンサライ,"Caravanserais were roadside inns, providing shelter, food and water for caravans, pilgrims and other travellers. The routes and the locations of the caravanserais were determined by the presence of water, geographical conditions and security concerns. The fifty-four caravanserais of the property are only a small percentage of the numerous caravanserais built along the ancient roads of Iran. They are considered to be the most influential and valuable examples of the caravanserais of Iran, revealing a wide range of architectural styles, adaptation to climatic conditions, and construction materials, spread across thousands of kilometres and built over many centuries. Together, they showcase the evolution and network of caravanserais in Iran, in different historical stages.",2023,false,51.42013611,35.05835278,30.34,(ii)(iii),Cultural,C,Iran (Islamic Republic of),Asia and the Pacific,ir,false
2534,1716,Hegmataneh,Hegmataneh,エクバタナ,"The archaeological remains of ancient Hegmataneh are located in northwestern Iran. Continuously inhabited for nearly three millennia, Hegmataneh provides important and rare evidence of the Medes civilization in the 7th and 6th centuries BCE and later served as a summer capital of Achaemenid, Seleucid, Parthian, and Sasanian rulers.",2024,false,48.51668611,34.80238889,,(ii)(iii),Cultural,C,Iran (Islamic Republic of),Asia and the Pacific,ir,false
1456,276,Samarra Archaeological City,Ville archéologique de Samarra,サーマッラー,"Samarra Archaeological City is the site of a powerful Islamic capital city that ruled over the provinces of the Abbasid Empire extending from Tunisia to Central Asia for a century. Located on both sides of the River Tigris 130 km north of Baghdad, the length of the site from north to south is 41.5 km; its width varying from 8 km to 4 km. It testifies to the architectural and artistic innovations that developed there and spread to the other regions of the Islamic world and beyond. The 9th-century Great Mosque and its spiral minaret are among the numerous remarkable architectural monuments of the site, 80% of which remain to be excavated.",2007,true,43.82354306,34.34098944,15058,(ii)(iii)(iv),Cultural,C,Iraq,Arab States,iq,false
309,277,Hatra,Hatra,ハトラ,"A large fortified city under the influence of the Parthian Empire and capital of the first Arab Kingdom, Hatra withstood invasions by the Romans in A.D. 116 and 198 thanks to its high, thick walls reinforced by towers. The remains of the city, especially the temples where Hellenistic and Roman architecture blend with Eastern decorative features, attest to the greatness of its civilization.",1985,true,42.71833,35.58806,323.75,(ii)(iii)(iv)(vi),Cultural,C,Iraq,Arab States,iq,false
2293,278,Babylon,Babylone,,"Situated 85 km south of Baghdad, the property includes the ruins of the city which, between 626 and 539 BCE, was the capital of the Neo-Babylonian Empire. It includes villages and agricultural areas surrounding the ancient city. Its remains, outer and inner city walls, gates, palaces and temples, are a unique testimony to one of the most influential empires of the ancient world. Seat of successive empires, under rulers such as Hammurabi and Nebuchadnezzar, Babylon represents the expression of the creativity of the Neo-Babylonian Empire at its height. The city's association with one of the seven wonders of the ancient world—the Hanging Gardens—has also inspired artistic, popular and religious culture on a global scale.",2019,false,44.42083333,32.54196944,1054.3,(iii)(vi),Cultural,C,Iraq,Arab States,iq,false
1310,1130,Ashur (Qal'at Sherqat),Assour (Qal'at Cherqat),アッシュール,"The ancient city of Ashur is located on the Tigris River in northern Mesopotamia in a specific geo-ecological zone, at the borderline between rain-fed and irrigation agriculture. The city dates back to the 3rd millennium BC. From the 14th to the 9th centuries BC it was the first capital of the Assyrian Empire, a city-state and trading platform of international importance. It also served as the religious capital of the Assyrians, associated with the god Ashur. The city was destroyed by the Babylonians, but revived during the Parthian period in the 1st and 2nd centuries AD.",2003,true,43.26111111,35.45666667,70,(iii)(iv),Cultural,C,Iraq,Arab States,iq,false
1980,1437,Erbil Citadel,Citadelle d’Erbil,アルビールの城塞,"Erbil Citadel is a fortified settlement on top of an imposing ovoid-shaped tell (a hill created by many generations of people living and rebuilding on the same spot) in the Kurdistan region, Erbil Governorate. A continuous wall of tall 19th-century façades still conveys the visual impression of an impregnable fortress, dominating the city of Erbil. The citadel features a peculiar fan-like pattern dating back to Erbil’s late Ottoman phase. Written and iconographic historical records document the antiquity of settlement on the site – Erbil corresponds to ancient Arbela, an important Assyrian political and religious centre – while archaeological finds and investigations suggest that the mound conceals the levels and remains of previous settlements.",2014,false,44.00916667,36.19111111,15.6,(iv),Cultural,C,Iraq,Arab States,iq,false
2042,1481,The Ahwar of Southern Iraq: Refuge of Biodiversity and the Relict Landscape of the Mesopotamian Cities,Les Ahwar du sud de l’Iraq : refuge de biodiversité et paysage relique des villes mésopotamiennes,南イラクのアフワール,"The Ahwar is made up of seven components: three archaeological sites and four wetland marsh areas in southern Iraq. The archaeological cities of Uruk and Ur and the Tell Eridu archaeological site form part of the remains of the Sumerian cities and settlements that developed in southern Mesopotamia between the 4th and the 3rd millennium BCE in the marshy delta of the Tigris and Euphrates rivers. The Ahwar of Southern Iraq – also known as the Iraqi Marshlands – are unique, as one of the world’s largest inland delta systems, in an extremely hot and arid environment.",2016,false,47.65777778,31.56222222,211544,(iii)(v)(ix)(x),Mixed,C/N,Iraq,Arab States,iq,false
780,659,Brú na Bóinne - Archaeological Ensemble of the Bend of the Boyne,Brú na Bóinne - Ensemble archéologique de la Vallée de la Boyne,ブルー・ナ・ボーニャ,"The three main prehistoric sites of the Brú na Bóinne Complex, Newgrange, Knowth and Dowth, are situated on the north bank of the River Boyne 50 km north of Dublin. This is Europe's largest and most important concentration of prehistoric megalithic art. The monuments there had social, economic, religious and funerary functions.",1993,false,-6.4755,53.69469444,770,(i)(iii)(iv),Cultural,C,Ireland,Europe and North America,ie,false
892,757,Sceilg Mhichíl,Sceilg Mhichíl,シュケリッグ・ヴィヒル,"Sceilg Mhichíl is an outstanding, and in many respects unique, example of an early religious settlement deliberately sited on a pyramidal rock in the ocean, preserved because of a remarkable environment. It illustrates, as no other property can, the extremes of a Christian monasticism characterizing much of North Africa, the Near East, and Europe.",1996,false,-10.53861,51.77194,21.9,(iii)(iv),Cultural,C,Ireland,Europe and North America,ie,false
1214,1040,Masada,Masada,マサダ,"Masada is a rugged natural fortress, of majestic beauty, in the Judaean Desert overlooking the Dead Sea. It is a symbol of the ancient kingdom of Israel, its violent destruction and the last stand of Jewish patriots in the face of the Roman army, in 73 A.D. It was built as a palace complex, in the classic style of the early Roman Empire, by Herod the Great, King of Judaea, (reigned 37 – 4 B.C.). The camps, fortifications and attack ramp that encircle the monument constitute the most complete Roman siege works surviving to the present day.",2001,false,35.35361111,31.31555556,276,(iii)(iv)(vi),Cultural,C,Israel,Europe and North America,il,false
